Pno01G005483.t1	Pno01G005033.t2
Pno10G002823.t1	Pno05G003357.t2
Pno10G002824.t2	Pno05G003359.t1
Pno10G002937.t1	Pno05G003365.t1
Pno10G003840.t1	Pno05G003400.t1
Pno10G003874.t1	Pno05G003414.t1
Pno10G003941.t1	Pno05G003425.t1
Pno10G003971.t1	Pno05G003428.t1
Pno10G003991.t1	Pno05G003429.t1
Pno10G004022.t1	Pno05G003433.t1
Pno10G004043.t1	Pno05G003434.t1
Pno10G004079.t1	Pno05G003437.t1
Pno10G004084.t1	Pno05G003439.t1
Pno10G004176.t5	Pno05G003442.t1
Pno10G004227.t1	Pno05G003443.t1
Pno10G002103.t1	Pno05G001313.t1
Pno10G002123.t1	Pno05G001315.t1
Pno10G002129.t1	Pno05G001316.t1
Pno10G002132.t1	Pno05G001318.t1
Pno10G002133.t1	Pno05G001323.t1
Pno10G002134.t1	Pno05G001325.t1
Pno10G002144.t1	Pno05G001328.t1
Pno10G002149.t1	Pno05G001334.t1
Pno10G003341.t1	Pno05G003372.t1
Pno10G003377.t1	Pno05G003378.t1
Pno10G003378.t1	Pno05G003380.t1
Pno10G003407.t1	Pno05G003384.t1
Pno10G003464.t1	Pno05G003387.t1
Pno10G003513.t1	Pno05G003420.t4
Pno10G005216.t1	Pno05G002738.t1
Pno10G005276.t1	Pno05G002730.t1
Pno10G005297.t1	Pno05G002728.t1
Pno10G005485.t1	Pno05G002719.t1
Pno10G005518.t1	Pno05G002708.t1
Pno10G005523.t1	Pno05G002706.t1
Pno10G005585.t1	Pno05G002685.t1
Pno10G005864.t1	Pno05G002664.t1
Pno10G005882.t1	Pno05G002654.t1
Pno10G005895.t1	Pno05G002641.t1
Pno10G005967.t1	Pno05G002640.t1
Pno10G005986.t1	Pno05G002638.t1
Pno10G006000.t1	Pno05G002636.t1
Pno10G006048.t1	Pno05G002630.t1
Pno10G006077.t1	Pno05G002609.t1
Pno10G006102.t1	Pno05G002605.t1
Pno10G006120.t1	Pno05G002603.t1
Pno10G006180.t1	Pno05G002601.t1
Pno10G006279.t1	Pno05G002591.t1
Pno10G006342.t1	Pno05G002587.t2
Pno10G006367.t1	Pno05G002585.t1
Pno10G006383.t1	Pno05G002579.t1
Pno10G006388.t1	Pno05G002563.t1
Pno10G006537.t1	Pno05G002559.t1
Pno10G006542.t1	Pno05G002556.t2
Pno10G006741.t2	Pno05G002541.t1
Pno10G006807.t1	Pno05G002531.t1
Pno10G006940.t1	Pno05G002526.t2
Pno10G007002.t1	Pno05G002523.t1
Pno10G007011.t1	Pno05G002521.t1
Pno10G007020.t1	Pno05G002520.t1
Pno10G007053.t1	Pno05G002513.t1
Pno10G007276.t1	Pno05G002496.t1
Pno10G007281.t1	Pno05G002494.t1
Pno10G007382.t1	Pno05G002477.t1
Pno10G007534.t3	Pno05G002440.t1
Pno10G007679.t1	Pno05G002429.t1
Pno10G007707.t1	Pno05G002419.t1
Pno10G007717.t1	Pno05G002412.t1
Pno10G007745.t1	Pno05G002372.t1
Pno10G007755.t1	Pno05G002363.t1
Pno10G008044.t2	Pno05G002338.t2
Pno10G008071.t2	Pno05G002336.t1
Pno10G008087.t1	Pno05G002329.t1
Pno10G008092.t1	Pno05G002322.t1
Pno10G008120.t1	Pno05G002264.t1
Pno10G008203.t1	Pno05G002251.t1
Pno10G008224.t1	Pno05G002229.t1
Pno10G008238.t1	Pno05G002220.t1
Pno10G008331.t1	Pno05G002205.t1
Pno10G008334.t2	Pno05G002202.t1
Pno10G008376.t1	Pno05G002196.t1
Pno10G008427.t2	Pno05G002189.t1
Pno10G008566.t1	Pno05G002168.t1
Pno10G008608.t1	Pno05G002160.t1
Pno10G008649.t1	Pno05G002152.t1
Pno10G008778.t1	Pno05G002142.t1
Pno10G008825.t1	Pno05G002134.t2
Pno10G008902.t1	Pno05G002117.t1
Pno10G008981.t1	Pno05G002083.t1
Pno10G009007.t1	Pno05G002070.t1
Pno10G009077.t3	Pno05G002061.t1
Pno10G009080.t1	Pno05G002049.t2
Pno10G009089.t1	Pno05G002047.t2
Pno10G009111.t2	Pno05G002016.t1
Pno10G009168.t1	Pno05G001989.t1
Pno10G009233.t2	Pno05G001962.t2
Pno10G009339.t1	Pno05G001957.t1
Pno10G009355.t1	Pno05G001952.t1
Pno10G009379.t4	Pno05G001929.t1
Pno10G009401.t1	Pno05G001863.t1
Pno10G009503.t1	Pno05G001840.t1
Pno10G009586.t1	Pno05G001823.t1
Pno10G009623.t1	Pno05G001809.t1
Pno10G009643.t1	Pno05G001800.t1
Pno10G009738.t1	Pno05G001748.t1
Pno10G009792.t2	Pno05G001742.t1
Pno10G009809.t1	Pno05G001740.t1
Pno10G009848.t1	Pno05G001615.t2
Pno10G010104.t1	Pno05G001592.t1
Pno10G010282.t1	Pno05G001555.t1
Pno10G010297.t1	Pno05G001446.t1
Pno10G010309.t3	Pno05G001430.t2
Pno10G007080.t1	Pno06G000608.t1
Pno10G008227.t1	Pno06G000612.t2
Pno10G012646.t1	Pno06G000636.t1
Pno10G000805.t1	Pno06G000651.t1
Pno10G001506.t1	Pno06G000659.t1
Pno10G001720.t1	Pno06G000704.t1
Pno10G002722.t1	Pno06G000737.t3
Pno10G003019.t1	Pno06G000740.t1
Pno10G003574.t1	Pno06G000769.t2
Pno10G003734.t1	Pno06G000786.t1
Pno10G004012.t1	Pno06G000791.t1
Pno10G004439.t2	Pno06G000800.t1
Pno10G005398.t4	Pno06G000817.t1
Pno10G006154.t1	Pno06G000847.t1
Pno10G006272.t1	Pno06G000883.t1
Pno10G006365.t3	Pno06G000891.t1
Pno10G006651.t1	Pno06G000903.t1
Pno10G007213.t1	Pno06G000906.t1
Pno10G008106.t1	Pno06G000912.t3
Pno10G008215.t1	Pno06G000915.t1
Pno10G008475.t1	Pno06G000929.t2
Pno10G008716.t1	Pno06G000934.t2
Pno10G009222.t1	Pno06G000992.t1
Pno10G009457.t1	Pno06G001035.t1
Pno10G009571.t1	Pno06G001051.t1
Pno10G010309.t3	Pno07G000789.t2
Pno10G010323.t1	Pno07G000808.t1
Pno10G010346.t1	Pno07G000905.t1
Pno10G010677.t1	Pno07G001062.t1
Pno10G010716.t1	Pno07G001074.t1
Pno10G010760.t1	Pno07G001157.t1
Pno10G010775.t1	Pno07G001162.t1
Pno10G010991.t1	Pno07G001308.t1
Pno10G011021.t1	Pno07G001319.t1
Pno10G011255.t1	Pno07G001598.t1
Pno10G003200.t1	Pno07G005867.t1
Pno10G003247.t1	Pno07G006138.t1
Pno10G003279.t2	Pno07G006162.t2
Pno10G003312.t1	Pno07G006258.t1
Pno10G003324.t1	Pno07G006284.t1
Pno10G003381.t1	Pno07G006569.t1
Pno10G003386.t1	Pno07G006578.t1
Pno10G003396.t1	Pno07G006587.t2
Pno10G003488.t1	Pno07G006637.t1
Pno10G004406.t1	Pno07G013912.t1
Pno10G004619.t2	Pno07G013736.t1
Pno10G004652.t1	Pno07G013687.t1
Pno10G004734.t1	Pno07G013606.t1
Pno10G004998.t2	Pno07G013353.t2
Pno10G005518.t1	Pno07G012761.t1
Pno10G005534.t1	Pno07G012670.t1
Pno10G005682.t1	Pno07G012598.t1
Pno10G007527.t1	Pno07G009952.t1
Pno10G007611.t1	Pno07G009752.t1
Pno10G007633.t1	Pno07G009697.t2
Pno10G007755.t1	Pno07G009505.t1
Pno10G008044.t2	Pno07G009421.t1
Pno10G008130.t5	Pno07G009032.t2
Pno10G008209.t1	Pno07G008842.t1
Pno10G002514.t1	Pno08G008047.t2
Pno10G002515.t1	Pno08G007875.t1
Pno10G002535.t1	Pno08G006657.t1
Pno10G002555.t1	Pno08G005189.t1
Pno10G002557.t1	Pno08G004780.t2
Pno10G002583.t1	Pno08G004197.t1
Pno10G006537.t1	Pno09G002388.t1
Pno10G006542.t1	Pno09G002389.t1
Pno10G006868.t1	Pno09G002402.t1
Pno10G006892.t1	Pno09G002411.t1
Pno10G006940.t1	Pno09G002413.t2
Pno10G007002.t1	Pno09G002418.t1
Pno10G007276.t1	Pno09G002422.t1
Pno10G007281.t1	Pno09G002423.t1
Pno10G007347.t1	Pno09G002429.t1
Pno10G007633.t1	Pno09G002444.t1
Pno10G000411.t1	Pno09G017004.t1
Pno10G000451.t1	Pno09G017006.t1
Pno10G000568.t1	Pno09G017059.t1
Pno10G000637.t1	Pno09G017061.t1
Pno10G000656.t1	Pno09G017112.t1
Pno10G000727.t1	Pno09G017168.t1
Pno10G000776.t1	Pno09G017203.t1
Pno10G000870.t1	Pno09G017205.t2
Pno10G000881.t1	Pno09G017225.t2
Pno10G000923.t1	Pno09G000013.t1
Pno10G000924.t1	Pno09G000015.t2
Pno10G005142.t1	Pno09G002284.t1
Pno10G005518.t1	Pno09G002328.t1
Pno10G005534.t1	Pno09G002329.t1
Pno10G005585.t1	Pno09G002333.t1
Pno10G005631.t1	Pno09G002337.t1
Pno10G005822.t1	Pno09G002343.t2
Pno10G005967.t1	Pno09G002348.t1
Pno10G005986.t1	Pno09G002349.t5
Pno10G001026.t1	Pno09G000067.t1
Pno10G001111.t2	Pno09G000080.t1
Pno10G001117.t1	Pno09G000081.t1
Pno10G001119.t1	Pno09G000083.t1
Pno10G001145.t1	Pno09G000099.t1
Pno10G001164.t1	Pno09G000133.t1
Pno10G001173.t1	Pno09G000140.t2
Pno10G003200.t1	Pno09G002585.t1
Pno10G003247.t1	Pno09G002574.t1
Pno10G003381.t1	Pno09G002567.t1
Pno10G003386.t1	Pno09G002564.t1
Pno10G003388.t1	Pno09G002562.t1
Pno10G003471.t1	Pno09G002557.t1
Pno10G003991.t1	Pno09G001823.t1
Pno10G004043.t1	Pno09G001818.t1
Pno10G004044.t1	Pno09G001816.t1
Pno10G004079.t1	Pno09G001809.t1
Pno10G004084.t1	Pno09G001803.t1
Pno10G004226.t2	Pno09G001801.t1
Pno11G008548.t1	Pno05G013641.t1
Pno11G008691.t1	Pno05G013887.t1
Pno11G008753.t1	Pno05G014204.t1
Pno11G008865.t1	Pno05G014500.t1
Pno11G008913.t1	Pno05G014754.t1
Pno11G009018.t1	Pno05G014845.t1
Pno11G009158.t1	Pno05G014868.t1
Pno11G000009.t1	Pno07G009306.t1
Pno11G000012.t1	Pno07G009344.t1
Pno11G000018.t1	Pno07G009360.t1
Pno11G000174.t1	Pno07G009416.t1
Pno11G000233.t1	Pno07G009444.t1
Pno11G000235.t1	Pno07G009445.t1
Pno11G015635.t1	Pno07G009613.t1
Pno11G015637.t1	Pno07G009553.t1
Pno11G015643.t1	Pno07G009551.t1
Pno11G015691.t1	Pno07G009499.t1
Pno11G000012.t1	Pno07G009416.t1
Pno11G000013.t1	Pno07G009414.t1
Pno11G000017.t1	Pno07G009361.t1
Pno11G000018.t1	Pno07G009360.t1
Pno11G001083.t1	Pno08G004301.t1
Pno11G001087.t1	Pno08G004333.t1
Pno11G001095.t1	Pno08G004335.t1
Pno11G001102.t1	Pno08G004344.t1
Pno11G001110.t2	Pno08G004365.t1
Pno11G001146.t2	Pno08G004393.t1
Pno11G001169.t3	Pno08G004399.t1
Pno11G001183.t3	Pno08G004403.t1
Pno11G001185.t1	Pno08G004405.t1
Pno11G001424.t1	Pno08G002197.t1
Pno11G001460.t1	Pno08G002198.t1
Pno11G001735.t2	Pno08G002203.t1
Pno11G001746.t1	Pno08G002205.t2
Pno11G002018.t1	Pno08G002213.t1
Pno11G002022.t1	Pno08G002214.t1
Pno11G002554.t1	Pno08G002220.t1
Pno11G002633.t1	Pno08G002238.t1
Pno11G010989.t1	Pno08G001771.t1
Pno11G012177.t1	Pno08G001787.t1
Pno11G012473.t1	Pno08G001793.t1
Pno11G012615.t1	Pno08G001799.t1
Pno11G012699.t1	Pno08G001801.t1
Pno11G013370.t1	Pno08G001825.t1
Pno11G014449.t2	Pno08G001883.t1
Pno11G000845.t3	Pno08G004610.t2
Pno11G000847.t1	Pno08G004609.t1
Pno11G000850.t1	Pno08G004603.t1
Pno11G000857.t1	Pno08G004582.t2
Pno11G000954.t1	Pno08G004549.t1
Pno11G000964.t2	Pno08G004545.t1
Pno11G000975.t1	Pno08G004533.t1
Pno11G000991.t1	Pno08G004516.t4
Pno11G001001.t1	Pno08G004491.t1
Pno11G001002.t1	Pno08G004483.t1
Pno11G001008.t2	Pno08G004479.t1
Pno11G001017.t1	Pno08G004423.t1
Pno11G001024.t1	Pno08G004415.t2
Pno11G001045.t1	Pno08G004409.t1
Pno11G000654.t1	Pno08G004731.t1
Pno11G000659.t1	Pno08G004713.t1
Pno11G000667.t1	Pno08G004706.t1
Pno11G000668.t1	Pno08G004704.t2
Pno11G000669.t1	Pno08G004703.t3
Pno11G000672.t1	Pno08G004702.t1
Pno11G000679.t1	Pno08G004678.t1
Pno11G000680.t1	Pno08G004643.t1
Pno11G000713.t1	Pno08G004631.t1
Pno11G000739.t1	Pno08G004630.t1
Pno11G006922.t1	Pno08G001991.t2
Pno11G007847.t1	Pno08G001990.t1
Pno11G008518.t1	Pno08G001984.t3
Pno11G008625.t4	Pno08G001981.t1
Pno11G008907.t1	Pno08G001955.t1
Pno11G009337.t1	Pno08G001943.t1
Pno11G009930.t1	Pno08G001937.t1
Pno11G010136.t1	Pno08G001893.t2
Pno12G004594.t1	Pno12G005285.t1
Pno12G005033.t1	Pno12G005360.t1
Pno12G005056.t1	Pno12G005393.t1
Pno12G005074.t1	Pno12G005400.t1
Pno12G005104.t1	Pno12G005436.t1
Pno12G005116.t1	Pno12G005446.t1
Pno12G005139.t1	Pno12G005468.t1
Pno12G005148.t1	Pno12G005484.t1
Pno12G005157.t1	Pno12G005505.t1
Pno12G003435.t1	Pno02G005688.t1
Pno12G003577.t1	Pno02G005666.t1
Pno12G003603.t1	Pno02G005620.t1
Pno12G003660.t2	Pno02G005618.t1
Pno12G003979.t1	Pno02G005570.t1
Pno12G004082.t1	Pno02G005551.t1
Pno12G004178.t3	Pno02G005538.t1
Pno12G004453.t1	Pno02G005464.t1
Pno12G004529.t1	Pno02G005454.t1
Pno12G004600.t1	Pno02G005420.t1
Pno12G003435.t1	Pno04G004677.t1
Pno12G003517.t1	Pno04G004697.t1
Pno12G003540.t1	Pno04G004701.t1
Pno12G003577.t1	Pno04G004704.t1
Pno12G003603.t1	Pno04G004711.t1
Pno12G003660.t2	Pno04G004712.t1
Pno12G003693.t1	Pno04G004715.t1
Pno12G003979.t1	Pno04G004730.t1
Pno12G004061.t1	Pno04G004744.t1
Pno12G006458.t1	Pno04G004859.t1
Pno12G006505.t1	Pno04G004878.t1
Pno12G006680.t1	Pno04G004885.t1
Pno12G007240.t1	Pno04G004908.t3
Pno12G007946.t1	Pno04G004929.t1
Pno12G008161.t1	Pno04G004958.t1
Pno12G008349.t1	Pno04G004972.t1
Pno12G008433.t1	Pno04G004996.t1
Pno12G004584.t1	Pno04G004769.t1
Pno12G004741.t1	Pno04G004770.t1
Pno12G004831.t1	Pno04G004774.t1
Pno12G005336.t2	Pno04G004802.t1
Pno12G005446.t1	Pno04G004817.t1
Pno12G005484.t1	Pno04G004824.t1
Pno12G009074.t1	Pno04G003663.t1
Pno12G009630.t1	Pno04G003622.t1
Pno12G009642.t1	Pno04G003616.t1
Pno12G009677.t1	Pno04G003612.t1
Pno12G009687.t1	Pno04G003602.t1
Pno12G009708.t1	Pno04G003601.t1
Pno12G009823.t2	Pno04G003564.t1
Pno12G001625.t1	Pno05G004836.t1
Pno12G001646.t1	Pno05G004831.t1
Pno12G001736.t1	Pno05G004814.t1
Pno12G001806.t1	Pno05G004807.t1
Pno12G001930.t1	Pno05G004775.t5
Pno12G001932.t1	Pno05G004773.t1
Pno12G001991.t1	Pno05G004764.t1
Pno12G002039.t1	Pno05G004755.t1
Pno12G001584.t1	Pno05G012208.t1
Pno12G001633.t1	Pno05G012086.t1
Pno12G001673.t3	Pno05G011808.t2
Pno12G001686.t1	Pno05G011514.t1
Pno12G002042.t1	Pno05G011378.t2
Pno12G002221.t1	Pno05G010504.t1
Pno12G001598.t1	Pno06G007802.t1
Pno12G001612.t1	Pno06G007854.t1
Pno12G001646.t1	Pno06G007958.t2
Pno12G001736.t1	Pno06G008320.t1
Pno12G001781.t1	Pno06G008333.t1
Pno12G001806.t1	Pno06G008355.t1
Pno12G001887.t1	Pno06G008520.t1
Pno12G001930.t1	Pno06G008736.t1
Pno12G001932.t1	Pno06G008766.t1
Pno12G001948.t1	Pno06G009046.t1
Pno12G008300.t1	Pno07G003323.t1
Pno12G008387.t1	Pno07G003326.t2
Pno12G008425.t1	Pno07G003328.t1
Pno12G008433.t1	Pno07G003331.t1
Pno12G008440.t1	Pno07G003332.t1
Pno12G008649.t1	Pno07G003333.t1
Pno12G008652.t1	Pno07G003334.t2
Pno12G008723.t1	Pno07G003335.t1
Pno12G008950.t1	Pno07G003336.t5
Pno12G009077.t1	Pno07G003345.t1
Pno12G002852.t1	Pno07G003648.t1
Pno12G002877.t1	Pno07G003649.t1
Pno12G002912.t1	Pno07G003650.t1
Pno12G002928.t1	Pno07G003651.t1
Pno12G002937.t1	Pno07G003656.t1
Pno12G002944.t1	Pno07G003657.t2
Pno12G003008.t1	Pno07G003660.t1
Pno12G003056.t1	Pno07G003662.t1
Pno12G011355.t1	Pno07G003835.t1
Pno12G011467.t1	Pno07G003834.t1
Pno12G011528.t1	Pno07G003830.t2
Pno12G011585.t4	Pno07G003826.t2
Pno12G011656.t1	Pno07G003824.t1
Pno12G012398.t1	Pno07G003821.t2
Pno12G013351.t1	Pno07G003817.t1
Pno12G014755.t1	Pno07G003812.t1
Pno12G000025.t1	Pno07G003811.t1
Pno12G000130.t1	Pno07G003809.t1
Pno12G000365.t1	Pno07G003807.t1
Pno12G000376.t1	Pno07G003805.t1
Pno12G000440.t1	Pno07G003800.t1
Pno12G000477.t1	Pno07G003799.t1
Pno12G000803.t1	Pno07G003787.t1
Pno12G001031.t1	Pno07G003785.t1
Pno12G001249.t1	Pno07G003774.t1
Pno12G001287.t2	Pno07G003772.t1
Pno12G001386.t1	Pno07G003770.t1
Pno12G001395.t1	Pno07G003768.t1
Pno12G001448.t1	Pno07G003761.t3
Pno12G001468.t1	Pno07G003760.t1
Pno12G001479.t1	Pno07G003757.t1
Pno12G001494.t2	Pno07G003752.t1
Pno12G001515.t1	Pno07G003740.t1
Pno12G001584.t1	Pno07G003738.t1
Pno12G001673.t3	Pno07G003735.t2
Pno12G001684.t1	Pno07G003734.t1
Pno12G001686.t1	Pno07G003732.t1
Pno12G001711.t1	Pno07G003730.t1
Pno12G001782.t1	Pno07G003726.t2
Pno12G001871.t1	Pno07G003720.t1
Pno12G001926.t1	Pno07G003718.t1
Pno12G002042.t1	Pno07G003716.t1
Pno12G002053.t2	Pno07G003714.t1
Pno12G002068.t1	Pno07G003713.t1
Pno12G002246.t1	Pno07G003705.t1
Pno12G002271.t1	Pno07G003697.t1
Pno12G002303.t1	Pno07G003692.t2
Pno12G002309.t1	Pno07G003690.t1
Pno12G002360.t1	Pno07G003685.t1
Pno12G002394.t1	Pno07G003679.t2
Pno12G002431.t1	Pno07G003672.t1
Pno12G002446.t1	Pno07G003671.t2
Pno12G002558.t1	Pno07G003667.t1
Pno12G002736.t1	Pno07G003664.t1
Pno12G002944.t1	Pno07G003657.t2
Pno12G003130.t1	Pno07G003645.t1
Pno12G003133.t2	Pno07G003644.t1
Pno12G003199.t1	Pno07G003642.t1
Pno12G003228.t2	Pno07G003641.t1
Pno12G003236.t1	Pno07G003639.t1
Pno12G003291.t1	Pno07G003638.t1
Pno12G003302.t1	Pno07G003636.t1
Pno12G003311.t1	Pno07G003635.t1
Pno12G003331.t1	Pno07G003630.t3
Pno12G003337.t1	Pno07G003627.t1
Pno12G003346.t1	Pno07G003626.t2
Pno12G003389.t1	Pno07G003619.t1
Pno12G003435.t1	Pno07G003608.t1
Pno12G003441.t1	Pno07G003602.t1
Pno12G003505.t1	Pno07G003599.t1
Pno12G003530.t1	Pno07G003598.t1
Pno12G003540.t1	Pno07G003595.t1
Pno12G003556.t1	Pno07G003591.t1
Pno12G003603.t1	Pno07G003588.t1
Pno12G003660.t2	Pno07G003587.t1
Pno12G003693.t1	Pno07G003583.t1
Pno12G003720.t1	Pno07G003579.t1
Pno12G003830.t1	Pno07G003574.t1
Pno12G004082.t1	Pno07G003563.t1
Pno12G004178.t3	Pno07G003559.t1
Pno12G004199.t2	Pno07G003546.t1
Pno12G004219.t1	Pno07G003545.t1
Pno12G004366.t1	Pno07G003541.t1
Pno12G004376.t1	Pno07G003538.t1
Pno12G004385.t1	Pno07G003536.t1
Pno12G004558.t1	Pno07G003534.t1
Pno12G004564.t1	Pno07G003533.t1
Pno12G004569.t1	Pno07G003529.t1
Pno12G004630.t1	Pno07G003527.t1
Pno12G004753.t1	Pno07G003524.t1
Pno12G004875.t1	Pno07G003523.t1
Pno12G004886.t2	Pno07G003522.t1
Pno12G004930.t3	Pno07G003517.t2
Pno12G005173.t1	Pno07G003513.t1
Pno12G005185.t1	Pno07G003512.t1
Pno12G005200.t1	Pno07G003511.t2
Pno12G005303.t1	Pno07G003510.t1
Pno12G005328.t1	Pno07G003506.t1
Pno12G005360.t1	Pno07G003505.t1
Pno12G005393.t1	Pno07G003501.t1
Pno12G005436.t1	Pno07G003495.t1
Pno12G005468.t1	Pno07G003484.t1
Pno12G005505.t1	Pno07G003480.t1
Pno12G005519.t1	Pno07G003479.t1
Pno12G005609.t1	Pno07G003478.t1
Pno12G005635.t1	Pno07G003477.t2
Pno12G005714.t1	Pno07G003466.t1
Pno12G005802.t1	Pno07G003461.t1
Pno12G005866.t2	Pno07G003460.t1
Pno12G005874.t1	Pno07G003457.t1
Pno12G006090.t1	Pno07G003453.t1
Pno12G006094.t1	Pno07G003452.t1
Pno12G006396.t1	Pno07G003451.t1
Pno12G006448.t1	Pno07G003447.t1
Pno12G006458.t1	Pno07G003446.t1
Pno12G006570.t1	Pno07G003434.t1
Pno12G006655.t1	Pno07G003430.t1
Pno12G006680.t1	Pno07G003428.t1
Pno12G006735.t1	Pno07G003427.t1
Pno12G006827.t1	Pno07G003423.t1
Pno12G006879.t1	Pno07G003422.t1
Pno12G006894.t2	Pno07G003418.t1
Pno12G007240.t1	Pno07G003413.t1
Pno12G007595.t1	Pno07G003405.t1
Pno12G007598.t5	Pno07G003404.t1
Pno12G007631.t1	Pno07G003395.t2
Pno12G007707.t1	Pno07G003382.t1
Pno12G007759.t1	Pno07G003380.t1
Pno12G007783.t1	Pno07G003375.t1
Pno12G007946.t1	Pno07G003373.t1
Pno12G007959.t1	Pno07G003372.t1
Pno12G007973.t1	Pno07G003368.t1
Pno12G008009.t1	Pno07G003363.t1
Pno12G008033.t1	Pno07G003361.t1
Pno12G008161.t1	Pno07G003356.t1
Pno12G008723.t1	Pno07G003335.t1
Pno12G009264.t1	Pno07G003331.t1
Pno12G009328.t1	Pno07G003318.t1
Pno12G009351.t1	Pno07G003315.t1
Pno12G009382.t1	Pno07G003314.t1
Pno12G009464.t1	Pno07G003310.t1
Pno12G009602.t1	Pno07G003302.t1
Pno12G009610.t1	Pno07G003301.t1
Pno12G009630.t1	Pno07G003299.t1
Pno12G009677.t1	Pno07G003297.t1
Pno12G009708.t1	Pno07G003292.t1
Pno12G009823.t2	Pno07G003278.t1
Pno12G009964.t1	Pno07G003269.t1
Pno12G009980.t1	Pno07G003267.t1
Pno12G010018.t1	Pno07G003266.t1
Pno12G010028.t4	Pno07G003258.t1
Pno12G010060.t2	Pno07G003257.t1
Pno12G010225.t2	Pno07G003254.t2
Pno12G010272.t1	Pno07G003247.t1
Pno12G010434.t1	Pno07G003245.t1
Pno12G010509.t1	Pno07G003243.t1
Pno12G010540.t1	Pno07G003241.t1
Pno12G010569.t1	Pno07G003239.t1
Pno12G010577.t1	Pno07G003237.t1
Pno12G010772.t1	Pno07G003232.t1
Pno12G010803.t1	Pno07G003230.t1
Pno12G010836.t1	Pno07G003228.t1
Pno12G010880.t2	Pno07G003214.t1
Pno12G011214.t1	Pno07G003210.t2
Pno12G011223.t1	Pno07G003209.t1
Pno12G011512.t1	Pno07G003201.t1
Pno12G011562.t1	Pno07G003195.t1
Pno12G011602.t1	Pno07G003190.t1
Pno12G011732.t1	Pno07G003188.t1
Pno12G011859.t1	Pno07G003185.t1
Pno12G011993.t1	Pno07G003178.t1
Pno12G011998.t1	Pno07G003177.t1
Pno12G012007.t1	Pno07G003176.t1
Pno12G012017.t1	Pno07G003175.t1
Pno12G012092.t2	Pno07G003174.t1
Pno12G012128.t1	Pno07G003162.t1
Pno12G012310.t1	Pno07G003161.t6
Pno12G012471.t3	Pno07G003155.t1
Pno12G012486.t1	Pno07G003153.t1
Pno12G012492.t1	Pno07G003150.t1
Pno12G012621.t1	Pno07G003146.t1
Pno12G012644.t1	Pno07G003142.t1
Pno12G012655.t1	Pno07G003141.t1
Pno12G012769.t1	Pno07G003139.t1
Pno12G012781.t1	Pno07G003138.t1
Pno12G012818.t1	Pno07G003137.t2
Pno12G012837.t1	Pno07G003134.t1
Pno12G013011.t3	Pno07G003128.t2
Pno12G013027.t1	Pno07G003126.t3
Pno12G013060.t1	Pno07G003122.t1
Pno12G013371.t1	Pno07G003088.t1
Pno12G013583.t1	Pno07G003083.t1
Pno12G013621.t1	Pno07G003082.t1
Pno12G013634.t3	Pno07G003081.t5
Pno12G014013.t1	Pno07G003079.t4
Pno12G014034.t2	Pno07G003078.t1
Pno12G014044.t1	Pno07G003077.t1
Pno12G014184.t1	Pno07G003074.t1
Pno12G014279.t1	Pno07G003069.t1
Pno12G014327.t1	Pno07G003067.t1
Pno12G014374.t1	Pno07G003064.t1
Pno12G014391.t1	Pno07G003051.t1
Pno12G014421.t1	Pno07G003038.t1
Pno12G014433.t1	Pno07G003037.t1
Pno12G014443.t1	Pno07G003036.t1
Pno12G014467.t1	Pno07G003035.t1
Pno12G014474.t1	Pno07G003034.t1
Pno12G014494.t1	Pno07G003033.t1
Pno12G014643.t1	Pno07G003031.t1
Pno12G014693.t1	Pno07G003028.t1
Pno12G014737.t1	Pno07G003010.t1
Pno12G000010.t1	Pno07G003008.t1
Pno12G000112.t3	Pno07G002985.t1
Pno12G000158.t1	Pno07G002983.t1
Pno12G000223.t2	Pno07G002978.t1
Pno12G000230.t1	Pno07G002977.t1
Pno12G000256.t1	Pno07G002974.t1
Pno12G000268.t1	Pno07G002973.t1
Pno12G000330.t1	Pno07G002968.t1
Pno12G000358.t1	Pno07G002948.t1
Pno12G000360.t1	Pno07G002947.t3
Pno12G000370.t1	Pno07G002944.t1
Pno12G000420.t1	Pno07G002935.t1
Pno12G000437.t1	Pno07G002921.t1
Pno12G000460.t2	Pno07G002915.t1
Pno12G000481.t1	Pno07G002902.t1
Pno12G000562.t2	Pno07G002893.t1
Pno12G000570.t1	Pno07G002892.t1
Pno12G000628.t1	Pno07G002884.t1
Pno12G000656.t1	Pno07G002877.t1
Pno12G000672.t1	Pno07G002875.t1
Pno12G000821.t1	Pno07G002834.t1
Pno12G000825.t1	Pno07G002832.t1
Pno12G000831.t1	Pno07G002830.t1
Pno12G000944.t1	Pno07G002821.t1
Pno12G001013.t2	Pno07G002812.t1
Pno12G001060.t1	Pno07G002792.t1
Pno12G001077.t1	Pno07G002791.t1
Pno12G001112.t1	Pno07G002788.t1
Pno12G001134.t2	Pno07G002778.t1
Pno12G001145.t1	Pno07G002776.t1
Pno12G001277.t1	Pno07G002725.t1
Pno12G001292.t1	Pno07G002716.t1
Pno12G001326.t3	Pno07G002715.t1
Pno12G001345.t1	Pno07G002714.t1
Pno12G001432.t1	Pno07G002705.t1
Pno12G001459.t1	Pno07G002683.t1
Pno12G001477.t1	Pno07G002681.t1
Pno12G001478.t1	Pno07G002680.t1
Pno12G001490.t1	Pno07G002677.t1
Pno12G001495.t1	Pno07G002673.t1
