Pno06G006064	5bb44f3d66de2e463a24a15fd7a577f4	413	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	145	234	4.4E-19	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno04G013755	c50ac8243997d1dacea26485e487b673	236	Coils	Coil	Coil	28	55	-	T	24-04-2022	-	-
Pno04G013755	c50ac8243997d1dacea26485e487b673	236	Gene3D	G3DSA:3.40.50.300	-	48	222	4.7E-21	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno04G013755	c50ac8243997d1dacea26485e487b673	236	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	71	236	5.43E-22	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno04G013755	c50ac8243997d1dacea26485e487b673	236	PANTHER	PTHR23155	DISEASE RESISTANCE PROTEIN RP	45	235	8.7E-30	T	24-04-2022	IPR044974	Disease resistance protein, plants
Pno04G013755	c50ac8243997d1dacea26485e487b673	236	PANTHER	PTHR23155:SF896	DISEASE RESISTANCE PROTEIN RFL1-RELATED	45	235	8.7E-30	T	24-04-2022	-	-
Pno04G013755	c50ac8243997d1dacea26485e487b673	236	PRINTS	PR00364	Disease resistance protein signature	96	111	1.4E-7	T	24-04-2022	-	-
Pno04G013755	c50ac8243997d1dacea26485e487b673	236	PRINTS	PR00364	Disease resistance protein signature	166	180	1.4E-7	T	24-04-2022	-	-
Pno04G013755	c50ac8243997d1dacea26485e487b673	236	Pfam	PF00931	NB-ARC domain	77	235	5.2E-27	T	24-04-2022	IPR002182	NB-ARC
Pno01G008880	068c7a9ccbaabfb09648d74a687280b5	215	Pfam	PF00931	NB-ARC domain	79	213	1.7E-20	T	24-04-2022	IPR002182	NB-ARC
Pno01G008880	068c7a9ccbaabfb09648d74a687280b5	215	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	65	214	6.86E-18	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno01G008880	068c7a9ccbaabfb09648d74a687280b5	215	PANTHER	PTHR33463:SF57	PHOSPHATASE, PUTATIVE-RELATED	16	214	4.3E-27	T	24-04-2022	-	-
Pno01G008880	068c7a9ccbaabfb09648d74a687280b5	215	PANTHER	PTHR33463	-	16	214	4.3E-27	T	24-04-2022	-	-
Pno01G008880	068c7a9ccbaabfb09648d74a687280b5	215	Gene3D	G3DSA:3.40.50.300	-	61	215	5.8E-22	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno01G008880	068c7a9ccbaabfb09648d74a687280b5	215	PRINTS	PR00364	Disease resistance protein signature	173	187	2.1E-7	T	24-04-2022	-	-
Pno01G008880	068c7a9ccbaabfb09648d74a687280b5	215	PRINTS	PR00364	Disease resistance protein signature	97	112	2.1E-7	T	24-04-2022	-	-
Pno05G004618	185d4b6764de9e86e9249195f900dcea	536	SUPERFAMILY	SSF52047	RNI-like	121	517	1.19E-65	T	24-04-2022	-	-
Pno05G004618	185d4b6764de9e86e9249195f900dcea	536	MobiDBLite	mobidb-lite	consensus disorder prediction	496	536	-	T	24-04-2022	-	-
Pno05G004618	185d4b6764de9e86e9249195f900dcea	536	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	405	521	5.1E-14	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno05G004618	185d4b6764de9e86e9249195f900dcea	536	MobiDBLite	mobidb-lite	consensus disorder prediction	502	524	-	T	24-04-2022	-	-
Pno05G004618	185d4b6764de9e86e9249195f900dcea	536	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	128	404	7.1E-58	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno05G004618	185d4b6764de9e86e9249195f900dcea	536	Gene3D	G3DSA:1.10.246.200	WPP domain	11	109	4.0E-35	T	24-04-2022	IPR038214	WPP domain superfamily
Pno05G004618	185d4b6764de9e86e9249195f900dcea	536	PANTHER	PTHR46761:SF5	RAN GTPASE-ACTIVATING PROTEIN 2	6	536	5.0E-272	T	24-04-2022	-	-
Pno05G004618	185d4b6764de9e86e9249195f900dcea	536	Pfam	PF13516	Leucine Rich repeat	214	232	0.2	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno05G004618	185d4b6764de9e86e9249195f900dcea	536	Pfam	PF13516	Leucine Rich repeat	409	430	0.0062	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno05G004618	185d4b6764de9e86e9249195f900dcea	536	Pfam	PF13516	Leucine Rich repeat	381	398	1.0	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno05G004618	185d4b6764de9e86e9249195f900dcea	536	Pfam	PF13516	Leucine Rich repeat	322	345	0.089	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno05G004618	185d4b6764de9e86e9249195f900dcea	536	Pfam	PF13943	WPP domain	11	106	5.0E-35	T	24-04-2022	IPR025265	WPP domain
Pno05G004618	185d4b6764de9e86e9249195f900dcea	536	PANTHER	PTHR46761	RAN GTPASE-ACTIVATING PROTEIN 1	6	536	5.0E-272	T	24-04-2022	IPR045203	RAN GTPase-activating protein 1/2
Pno05G004618	185d4b6764de9e86e9249195f900dcea	536	SMART	SM00368	LRR_RI_2	437	464	16.0	T	24-04-2022	-	-
Pno05G004618	185d4b6764de9e86e9249195f900dcea	536	SMART	SM00368	LRR_RI_2	351	378	84.0	T	24-04-2022	-	-
Pno05G004618	185d4b6764de9e86e9249195f900dcea	536	SMART	SM00368	LRR_RI_2	380	407	3.3	T	24-04-2022	-	-
Pno05G004618	185d4b6764de9e86e9249195f900dcea	536	SMART	SM00368	LRR_RI_2	295	322	220.0	T	24-04-2022	-	-
Pno05G004618	185d4b6764de9e86e9249195f900dcea	536	SMART	SM00368	LRR_RI_2	211	238	5.0E-5	T	24-04-2022	-	-
Pno05G004618	185d4b6764de9e86e9249195f900dcea	536	SMART	SM00368	LRR_RI_2	465	492	4.2	T	24-04-2022	-	-
Pno05G004618	185d4b6764de9e86e9249195f900dcea	536	SMART	SM00368	LRR_RI_2	239	266	1.2	T	24-04-2022	-	-
Pno05G004618	185d4b6764de9e86e9249195f900dcea	536	SMART	SM00368	LRR_RI_2	323	350	0.17	T	24-04-2022	-	-
Pno05G004618	185d4b6764de9e86e9249195f900dcea	536	SMART	SM00368	LRR_RI_2	408	435	0.043	T	24-04-2022	-	-
Pno05G004618	185d4b6764de9e86e9249195f900dcea	536	SMART	SM00368	LRR_RI_2	267	294	1.8	T	24-04-2022	-	-
Pno06G006042	d37caa51e683420669c8f7a2c46cde90	607	Pfam	PF13855	Leucine rich repeat	341	400	2.5E-6	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno06G006042	d37caa51e683420669c8f7a2c46cde90	607	SUPERFAMILY	SSF52058	L domain-like	313	602	2.27E-40	T	24-04-2022	-	-
Pno06G006042	d37caa51e683420669c8f7a2c46cde90	607	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	404	518	1.7E-19	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno06G006042	d37caa51e683420669c8f7a2c46cde90	607	PANTHER	PTHR48053:SF27	RECEPTOR-LIKE PROTEIN EIX1	404	605	7.2E-63	T	24-04-2022	-	-
Pno06G006042	d37caa51e683420669c8f7a2c46cde90	607	PANTHER	PTHR48053:SF27	RECEPTOR-LIKE PROTEIN EIX1	322	509	7.2E-63	T	24-04-2022	-	-
Pno06G006042	d37caa51e683420669c8f7a2c46cde90	607	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	519	607	2.6E-12	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno06G006042	d37caa51e683420669c8f7a2c46cde90	607	PANTHER	PTHR48053	LEUCINE RICH REPEAT FAMILY PROTEIN, EXPRESSED	322	509	7.2E-63	T	24-04-2022	-	-
Pno06G006042	d37caa51e683420669c8f7a2c46cde90	607	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	270	403	2.3E-24	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno06G006042	d37caa51e683420669c8f7a2c46cde90	607	PANTHER	PTHR48053	LEUCINE RICH REPEAT FAMILY PROTEIN, EXPRESSED	404	605	7.2E-63	T	24-04-2022	-	-
Pno05G003617	f53c2b5aeeda8afc98237b1f5644767e	1191	Gene3D	G3DSA:3.40.50.300	-	155	330	1.1E-27	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno05G003617	f53c2b5aeeda8afc98237b1f5644767e	1191	Gene3D	G3DSA:1.10.10.10	-	656	751	1.9E-9	T	24-04-2022	IPR036388	Winged helix-like DNA-binding domain superfamily
Pno05G003617	f53c2b5aeeda8afc98237b1f5644767e	1191	PANTHER	PTHR23155:SF955	-	158	331	2.6E-209	T	24-04-2022	-	-
Pno05G003617	f53c2b5aeeda8afc98237b1f5644767e	1191	PANTHER	PTHR23155:SF955	-	358	1170	2.6E-209	T	24-04-2022	-	-
Pno05G003617	f53c2b5aeeda8afc98237b1f5644767e	1191	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	363	592	1.29E-38	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno05G003617	f53c2b5aeeda8afc98237b1f5644767e	1191	SMART	SM00382	AAA_5	186	338	0.17	T	24-04-2022	IPR003593	AAA+ ATPase domain
Pno05G003617	f53c2b5aeeda8afc98237b1f5644767e	1191	SMART	SM00382	AAA_5	382	528	0.0072	T	24-04-2022	IPR003593	AAA+ ATPase domain
Pno05G003617	f53c2b5aeeda8afc98237b1f5644767e	1191	PANTHER	PTHR23155	DISEASE RESISTANCE PROTEIN RP	158	331	2.6E-209	T	24-04-2022	IPR044974	Disease resistance protein, plants
Pno05G003617	f53c2b5aeeda8afc98237b1f5644767e	1191	PANTHER	PTHR23155	DISEASE RESISTANCE PROTEIN RP	358	1170	2.6E-209	T	24-04-2022	IPR044974	Disease resistance protein, plants
Pno05G003617	f53c2b5aeeda8afc98237b1f5644767e	1191	Coils	Coil	Coil	990	1010	-	T	24-04-2022	-	-
Pno05G003617	f53c2b5aeeda8afc98237b1f5644767e	1191	PRINTS	PR00364	Disease resistance protein signature	1076	1092	1.6E-8	T	24-04-2022	-	-
Pno05G003617	f53c2b5aeeda8afc98237b1f5644767e	1191	PRINTS	PR00364	Disease resistance protein signature	268	282	1.6E-8	T	24-04-2022	-	-
Pno05G003617	f53c2b5aeeda8afc98237b1f5644767e	1191	PRINTS	PR00364	Disease resistance protein signature	557	571	1.6E-8	T	24-04-2022	-	-
Pno05G003617	f53c2b5aeeda8afc98237b1f5644767e	1191	PRINTS	PR00364	Disease resistance protein signature	189	204	1.6E-8	T	24-04-2022	-	-
Pno05G003617	f53c2b5aeeda8afc98237b1f5644767e	1191	SUPERFAMILY	SSF52058	L domain-like	858	1163	6.12E-36	T	24-04-2022	-	-
Pno05G003617	f53c2b5aeeda8afc98237b1f5644767e	1191	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	803	1174	1.7E-38	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno05G003617	f53c2b5aeeda8afc98237b1f5644767e	1191	Gene3D	G3DSA:3.40.50.300	-	350	518	2.3E-25	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno05G003617	f53c2b5aeeda8afc98237b1f5644767e	1191	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	164	330	1.55E-24	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno05G003617	f53c2b5aeeda8afc98237b1f5644767e	1191	Pfam	PF00931	NB-ARC domain	179	348	6.8E-23	T	24-04-2022	IPR002182	NB-ARC
Pno05G003617	f53c2b5aeeda8afc98237b1f5644767e	1191	Pfam	PF00931	NB-ARC domain	381	593	8.7E-31	T	24-04-2022	IPR002182	NB-ARC
Pno05G003617	f53c2b5aeeda8afc98237b1f5644767e	1191	Gene3D	G3DSA:1.10.8.430	-	526	605	4.0E-7	T	24-04-2022	IPR042197	Apoptotic protease-activating factors, helical domain
Pno10G002703	3556739957b6a242f5f892c6cb55ba54	349	Gene3D	G3DSA:1.10.10.10	-	174	266	6.8E-15	T	24-04-2022	IPR036388	Winged helix-like DNA-binding domain superfamily
Pno10G002703	3556739957b6a242f5f892c6cb55ba54	349	PANTHER	PTHR23155	DISEASE RESISTANCE PROTEIN RP	1	345	1.7E-73	T	24-04-2022	IPR044974	Disease resistance protein, plants
Pno10G002703	3556739957b6a242f5f892c6cb55ba54	349	Gene3D	G3DSA:1.10.8.430	-	92	173	1.1E-13	T	24-04-2022	IPR042197	Apoptotic protease-activating factors, helical domain
Pno10G002703	3556739957b6a242f5f892c6cb55ba54	349	Gene3D	G3DSA:3.40.50.300	-	1	81	1.6E-11	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno10G002703	3556739957b6a242f5f892c6cb55ba54	349	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	11	189	1.21E-34	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno10G002703	3556739957b6a242f5f892c6cb55ba54	349	PRINTS	PR00364	Disease resistance protein signature	25	39	1.2E-9	T	24-04-2022	-	-
Pno10G002703	3556739957b6a242f5f892c6cb55ba54	349	PRINTS	PR00364	Disease resistance protein signature	129	143	1.2E-9	T	24-04-2022	-	-
Pno10G002703	3556739957b6a242f5f892c6cb55ba54	349	PRINTS	PR00364	Disease resistance protein signature	304	320	1.2E-9	T	24-04-2022	-	-
Pno10G002703	3556739957b6a242f5f892c6cb55ba54	349	PANTHER	PTHR23155:SF1139	NBS-LRR TYPE DISEASE RESISTANCE PROTEIN	1	345	1.7E-73	T	24-04-2022	-	-
Pno10G002703	3556739957b6a242f5f892c6cb55ba54	349	Pfam	PF00931	NB-ARC domain	13	157	1.0E-27	T	24-04-2022	IPR002182	NB-ARC
Pno11G004641	8523e639711bbd66d91fce78ce11fb17	1438	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	534	884	5.2E-48	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno11G004641	8523e639711bbd66d91fce78ce11fb17	1438	ProSiteProfiles	PS51450	Leucine-rich repeat profile.	819	840	7.534839	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno11G004641	8523e639711bbd66d91fce78ce11fb17	1438	Gene3D	G3DSA:3.40.50.300	-	181	343	2.9E-27	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno11G004641	8523e639711bbd66d91fce78ce11fb17	1438	SUPERFAMILY	SSF52058	L domain-like	489	876	3.74E-46	T	24-04-2022	-	-
Pno11G004641	8523e639711bbd66d91fce78ce11fb17	1438	Gene3D	G3DSA:1.10.8.430	-	351	434	5.0E-13	T	24-04-2022	IPR042197	Apoptotic protease-activating factors, helical domain
Pno11G004641	8523e639711bbd66d91fce78ce11fb17	1438	Pfam	PF00931	NB-ARC domain	195	420	4.3E-24	T	24-04-2022	IPR002182	NB-ARC
Pno11G004641	8523e639711bbd66d91fce78ce11fb17	1438	Pfam	PF01582	TIR domain	14	193	3.8E-42	T	24-04-2022	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
Pno11G004641	8523e639711bbd66d91fce78ce11fb17	1438	SUPERFAMILY	SSF52200	Toll/Interleukin receptor TIR domain	4	155	3.4E-40	T	24-04-2022	IPR035897	Toll/interleukin-1 receptor homology (TIR) domain superfamily
Pno11G004641	8523e639711bbd66d91fce78ce11fb17	1438	Gene3D	G3DSA:3.40.50.10140	-	8	180	4.3E-64	T	24-04-2022	IPR035897	Toll/interleukin-1 receptor homology (TIR) domain superfamily
Pno11G004641	8523e639711bbd66d91fce78ce11fb17	1438	SMART	SM00255	till_3	13	153	9.6E-44	T	24-04-2022	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
Pno11G004641	8523e639711bbd66d91fce78ce11fb17	1438	Pfam	PF13855	Leucine rich repeat	797	849	2.1E-7	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno11G004641	8523e639711bbd66d91fce78ce11fb17	1438	Pfam	PF05055	Protein of unknown function (DUF677)	1121	1429	3.3E-41	T	24-04-2022	IPR007749	Protein of unknown function DUF677
Pno11G004641	8523e639711bbd66d91fce78ce11fb17	1438	ProSiteProfiles	PS50104	TIR domain profile.	12	179	33.413116	T	24-04-2022	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain
Pno11G004641	8523e639711bbd66d91fce78ce11fb17	1438	PANTHER	PTHR11017	LEUCINE-RICH REPEAT-CONTAINING PROTEIN	11	893	6.0E-173	T	24-04-2022	IPR044974	Disease resistance protein, plants
Pno11G004641	8523e639711bbd66d91fce78ce11fb17	1438	PRINTS	PR00364	Disease resistance protein signature	214	229	3.0E-19	T	24-04-2022	-	-
Pno11G004641	8523e639711bbd66d91fce78ce11fb17	1438	PRINTS	PR00364	Disease resistance protein signature	385	399	3.0E-19	T	24-04-2022	-	-
Pno11G004641	8523e639711bbd66d91fce78ce11fb17	1438	PRINTS	PR00364	Disease resistance protein signature	838	854	3.0E-19	T	24-04-2022	-	-
Pno11G004641	8523e639711bbd66d91fce78ce11fb17	1438	PRINTS	PR00364	Disease resistance protein signature	292	306	3.0E-19	T	24-04-2022	-	-
Pno11G004641	8523e639711bbd66d91fce78ce11fb17	1438	SMART	SM00369	LRR_typ_2	794	816	39.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno11G004641	8523e639711bbd66d91fce78ce11fb17	1438	SMART	SM00369	LRR_typ_2	721	743	54.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno11G004641	8523e639711bbd66d91fce78ce11fb17	1438	SMART	SM00369	LRR_typ_2	744	767	23.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno11G004641	8523e639711bbd66d91fce78ce11fb17	1438	SMART	SM00369	LRR_typ_2	817	840	2.2	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno11G004641	8523e639711bbd66d91fce78ce11fb17	1438	PANTHER	PTHR11017:SF243	RESISTANCE PROTEIN (TIR-NBS-LRR CLASS), PUTATIVE-RELATED	11	893	6.0E-173	T	24-04-2022	-	-
Pno11G004641	8523e639711bbd66d91fce78ce11fb17	1438	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	175	444	7.73E-56	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno04G017996	b79b7bb7ebaeccc85eb02dc1c960f7a6	996	MobiDBLite	mobidb-lite	consensus disorder prediction	23	65	-	T	24-04-2022	-	-
Pno04G017996	b79b7bb7ebaeccc85eb02dc1c960f7a6	996	Gene3D	G3DSA:3.40.50.300	-	178	341	6.9E-24	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno04G017996	b79b7bb7ebaeccc85eb02dc1c960f7a6	996	Gene3D	G3DSA:1.10.8.430	-	344	429	2.1E-15	T	24-04-2022	IPR042197	Apoptotic protease-activating factors, helical domain
Pno04G017996	b79b7bb7ebaeccc85eb02dc1c960f7a6	996	PANTHER	PTHR33463:SF50	DISEASE RESISTANCE RPS5-LIKE PROTEIN	87	665	1.9E-108	T	24-04-2022	-	-
Pno04G017996	b79b7bb7ebaeccc85eb02dc1c960f7a6	996	Coils	Coil	Coil	91	118	-	T	24-04-2022	-	-
Pno04G017996	b79b7bb7ebaeccc85eb02dc1c960f7a6	996	PANTHER	PTHR33463:SF50	DISEASE RESISTANCE RPS5-LIKE PROTEIN	796	991	1.9E-108	T	24-04-2022	-	-
Pno04G017996	b79b7bb7ebaeccc85eb02dc1c960f7a6	996	PRINTS	PR00364	Disease resistance protein signature	210	225	1.8E-16	T	24-04-2022	-	-
Pno04G017996	b79b7bb7ebaeccc85eb02dc1c960f7a6	996	PRINTS	PR00364	Disease resistance protein signature	627	643	1.8E-16	T	24-04-2022	-	-
Pno04G017996	b79b7bb7ebaeccc85eb02dc1c960f7a6	996	PRINTS	PR00364	Disease resistance protein signature	284	298	1.8E-16	T	24-04-2022	-	-
Pno04G017996	b79b7bb7ebaeccc85eb02dc1c960f7a6	996	PRINTS	PR00364	Disease resistance protein signature	378	392	1.8E-16	T	24-04-2022	-	-
Pno04G017996	b79b7bb7ebaeccc85eb02dc1c960f7a6	996	Pfam	PF00931	NB-ARC domain	194	416	1.2E-38	T	24-04-2022	IPR002182	NB-ARC
Pno04G017996	b79b7bb7ebaeccc85eb02dc1c960f7a6	996	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	793	995	2.1E-13	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno04G017996	b79b7bb7ebaeccc85eb02dc1c960f7a6	996	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	531	710	9.2E-7	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno04G017996	b79b7bb7ebaeccc85eb02dc1c960f7a6	996	PANTHER	PTHR33463	-	87	665	1.9E-108	T	24-04-2022	-	-
Pno04G017996	b79b7bb7ebaeccc85eb02dc1c960f7a6	996	Coils	Coil	Coil	185	205	-	T	24-04-2022	-	-
Pno04G017996	b79b7bb7ebaeccc85eb02dc1c960f7a6	996	SUPERFAMILY	SSF52540	P-loop containing nucleoside triphosphate hydrolases	180	444	4.2E-43	T	24-04-2022	IPR027417	P-loop containing nucleoside triphosphate hydrolase
Pno04G017996	b79b7bb7ebaeccc85eb02dc1c960f7a6	996	PANTHER	PTHR33463	-	796	991	1.9E-108	T	24-04-2022	-	-
Pno04G017996	b79b7bb7ebaeccc85eb02dc1c960f7a6	996	SUPERFAMILY	SSF52058	L domain-like	534	979	1.7E-15	T	24-04-2022	-	-
Pno04G017996	b79b7bb7ebaeccc85eb02dc1c960f7a6	996	Gene3D	G3DSA:1.10.10.10	-	430	515	1.4E-7	T	24-04-2022	IPR036388	Winged helix-like DNA-binding domain superfamily
Pno02G000979	56506c93a36f88e8c3e98c3b22e9069d	510	SMART	SM00369	LRR_typ_2	303	325	260.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno02G000979	56506c93a36f88e8c3e98c3b22e9069d	510	SMART	SM00369	LRR_typ_2	233	255	76.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno02G000979	56506c93a36f88e8c3e98c3b22e9069d	510	SMART	SM00369	LRR_typ_2	256	278	4.7	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno02G000979	56506c93a36f88e8c3e98c3b22e9069d	510	SMART	SM00369	LRR_typ_2	397	420	0.027	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno02G000979	56506c93a36f88e8c3e98c3b22e9069d	510	SMART	SM00369	LRR_typ_2	279	302	0.34	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno02G000979	56506c93a36f88e8c3e98c3b22e9069d	510	SMART	SM00369	LRR_typ_2	326	349	1.3	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno02G000979	56506c93a36f88e8c3e98c3b22e9069d	510	SMART	SM00369	LRR_typ_2	372	396	14.0	T	24-04-2022	IPR003591	Leucine-rich repeat, typical subtype
Pno02G000979	56506c93a36f88e8c3e98c3b22e9069d	510	Pfam	PF13855	Leucine rich repeat	213	269	5.0E-9	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno02G000979	56506c93a36f88e8c3e98c3b22e9069d	510	Pfam	PF13855	Leucine rich repeat	391	432	4.8E-8	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno02G000979	56506c93a36f88e8c3e98c3b22e9069d	510	ProSiteProfiles	PS51450	Leucine-rich repeat profile.	258	279	8.135493	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno02G000979	56506c93a36f88e8c3e98c3b22e9069d	510	ProSiteProfiles	PS51450	Leucine-rich repeat profile.	399	420	7.457832	T	24-04-2022	IPR001611	Leucine-rich repeat
Pno02G000979	56506c93a36f88e8c3e98c3b22e9069d	510	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	384	439	6.2E-12	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno02G000979	56506c93a36f88e8c3e98c3b22e9069d	510	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	316	383	1.4E-13	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno02G000979	56506c93a36f88e8c3e98c3b22e9069d	510	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	122	315	3.0E-30	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno02G000979	56506c93a36f88e8c3e98c3b22e9069d	510	SMART	SM00364	LRR_bac_2	235	252	130.0	T	24-04-2022	-	-
Pno02G000979	56506c93a36f88e8c3e98c3b22e9069d	510	SMART	SM00364	LRR_bac_2	397	416	140.0	T	24-04-2022	-	-
Pno02G000979	56506c93a36f88e8c3e98c3b22e9069d	510	SMART	SM00364	LRR_bac_2	302	321	270.0	T	24-04-2022	-	-
Pno02G000979	56506c93a36f88e8c3e98c3b22e9069d	510	SMART	SM00364	LRR_bac_2	372	393	50.0	T	24-04-2022	-	-
Pno02G000979	56506c93a36f88e8c3e98c3b22e9069d	510	SMART	SM00364	LRR_bac_2	349	368	490.0	T	24-04-2022	-	-
Pno02G000979	56506c93a36f88e8c3e98c3b22e9069d	510	SMART	SM00364	LRR_bac_2	256	275	24.0	T	24-04-2022	-	-
Pno02G000979	56506c93a36f88e8c3e98c3b22e9069d	510	SMART	SM00364	LRR_bac_2	279	298	18.0	T	24-04-2022	-	-
Pno02G000979	56506c93a36f88e8c3e98c3b22e9069d	510	SMART	SM00364	LRR_bac_2	326	345	140.0	T	24-04-2022	-	-
Pno02G000979	56506c93a36f88e8c3e98c3b22e9069d	510	SUPERFAMILY	SSF52058	L domain-like	210	434	8.84E-53	T	24-04-2022	-	-
Pno02G000979	56506c93a36f88e8c3e98c3b22e9069d	510	PANTHER	PTHR45752:SF118	PLANT INTRACELLULAR RAS GROUP-RELATED LRR 9-RELATED	6	501	6.3E-195	T	24-04-2022	-	-
Pno02G000979	56506c93a36f88e8c3e98c3b22e9069d	510	PANTHER	PTHR45752	LEUCINE-RICH REPEAT-CONTAINING	6	501	6.3E-195	T	24-04-2022	-	-
Pno12G006614	4c51bcac3fdea8aa3887be07da9f34f1	398	Pfam	PF04117	Mpv17 / PMP22 family	328	386	1.7E-16	T	24-04-2022	IPR007248	Mpv17/PMP22
Pno12G006614	4c51bcac3fdea8aa3887be07da9f34f1	398	PANTHER	PTHR11266:SF18	OS12G0508100 PROTEIN	199	397	5.8E-111	T	24-04-2022	-	-
Pno12G006614	4c51bcac3fdea8aa3887be07da9f34f1	398	PANTHER	PTHR11266	PEROXISOMAL MEMBRANE PROTEIN 2, PXMP2  MPV17	199	397	5.8E-111	T	24-04-2022	IPR007248	Mpv17/PMP22
Pno12G006614	4c51bcac3fdea8aa3887be07da9f34f1	398	Pfam	PF08263	Leucine rich repeat N-terminal domain	24	63	8.1E-10	T	24-04-2022	IPR013210	Leucine-rich repeat-containing N-terminal, plant-type
Pno12G006614	4c51bcac3fdea8aa3887be07da9f34f1	398	Gene3D	G3DSA:3.80.10.10	Ribonuclease Inhibitor	22	199	2.2E-54	T	24-04-2022	IPR032675	Leucine-rich repeat domain superfamily
Pno12G006614	4c51bcac3fdea8aa3887be07da9f34f1	398	Pfam	PF13855	Leucine rich repeat	91	150	2.3E-8	T	24-04-2022	IPR001611	Leucine-rich repeat
